Potency Qualifier	Potency vs Parasite (uMol)	Ion Regulation Activity	Ion Regulation Test Set	Smiles	InChI	IChI Key	Origin	ID: OSM Code	ID: MMV	ID: Internal OSM	ID: PubChem	ID: Chembl	ID: Commercial	ID: Other	Single Shot Inhibition %	Alternative EC50 from Chembl (uM)
	ND		P	CO[C@@H]1CN(C[C@H]1O)c2ccc(C#CC3(O)CN4CCC3CC4)c(Cc5ccccc5)n2	InChI=1S/C26H31N3O3/c1-32-24-17-29(16-23(24)30)25-8-7-20(22(27-25)15-19-5-3-2-4-6-19)9-12-26(31)18-28-13-10-21(26)11-14-28/h2-8,21,23-24,30-31H,10-11,13-18H2,1H3/t23-,24-,26?/m1/s1	NDEOTZXSBKCQLS-LBHOTPKDSA-N	Pbox		MMV688415							
	ND		P	CCCCN(CCCC)c1c(cc(cc1C#N)S(=O)(=O)Nc2ccccc2)C#N	InChI=1S/C22H26N4O2S/c1-3-5-12-26(13-6-4-2)22-18(16-23)14-21(15-19(22)17-24)29(27,28)25-20-10-8-7-9-11-20/h7-11,14-15,25H,3-6,12-13H2,1-2H3	RBSANZKTNQQZIF-UHFFFAOYSA-N	Pbox		MMV688467							
	ND		P	COc1cc(ccc1n2cc(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5	InChI=1S/C21H21N7O/c1-29-19-12-16(21-24-9-10-25-21)5-6-18(19)28-13-17(26-27-28)14-3-2-4-15(11-14)20-22-7-8-23-20/h2-6,11-13H,7-10H2,1H3,(H,22,23)(H,24,25)	SNIHFZNFPCCTSV-UHFFFAOYSA-N	Pbox		MMV688474							
	ND		P	NC(=N)c1ccc(cc1)c2cc(on2)c3ccccc3	InChI=1S/C16H13N3O/c17-16(18)13-8-6-11(7-9-13)14-10-15(20-19-14)12-4-2-1-3-5-12/h1-10H,(H3,17,18)	LBJLSCITQUDAQD-UHFFFAOYSA-N	Pbox		MMV688514							
	ND		P	COc1ccc(cc1c2cn(nn2)c3cccc(c3)C4=NCCN4)C5=NCCN5	InChI=1S/C21H21N7O/c1-29-19-6-5-15(21-24-9-10-25-21)12-17(19)18-13-28(27-26-18)16-4-2-3-14(11-16)20-22-7-8-23-20/h2-6,11-13H,7-10H2,1H3,(H,22,23)(H,24,25)	YYPYGOBZSTWBLU-UHFFFAOYSA-N	Pbox		MMV688547							
	ND		P	CCc1ccccc1n2c(C)cn3c4C(=O)N(C(C(C)C)C(=O)OC)C(=O)N(C)c4nc23	InChI=1S/C23H27N5O4/c1-7-15-10-8-9-11-16(15)27-14(4)12-26-18-19(24-22(26)27)25(5)23(31)28(20(18)29)17(13(2)3)21(30)32-6/h8-13,17H,7H2,1-6H3	WZTHYPKDVIMHHT-UHFFFAOYSA-N	Pbox		MMV688550							
	ND		P	CO\N=C(/C(=O)OC)\c1ccccc1CO\N=C(/C)\c2cccc(c2)C(F)(F)F	InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3/b24-13+,25-18-	ONCZDRURRATYFI-QTCHDTBASA-N	Pbox		MMV688754							
	ND		P	Cc1nn2C(=O)C3=C(CCCC3)Nc2c1c4ccc(Cl)cc4	InChI=1S/C17H16ClN3O/c1-10-15(11-6-8-12(18)9-7-11)16-19-14-5-3-2-4-13(14)17(22)21(16)20-10/h6-9,19H,2-5H2,1H3	UQCSYEMAYJXJNE-UHFFFAOYSA-N	Pbox		MMV688776							
	ND		P	Cc1nn2c(O)c3CCCCc3nc2c1c4ccc(F)cc4	InChI=1S/C17H16FN3O/c1-10-15(11-6-8-12(18)9-7-11)16-19-14-5-3-2-4-13(14)17(22)21(16)20-10/h6-9,22H,2-5H2,1H3	JRXRAZYVFADAOF-UHFFFAOYSA-N	Pbox		MMV099637							
	ND		P	Cc1onc(C)c1COc2cccc(c2)C(=O)Nc3ncccc3C	InChI=1S/C19H19N3O3/c1-12-6-5-9-20-18(12)21-19(23)15-7-4-8-16(10-15)24-11-17-13(2)22-25-14(17)3/h4-10H,11H2,1-3H3,(H,20,21,23)	SPLYXRSUMHFDJS-UHFFFAOYSA-N	Pbox		MMV688793							
	ND		P	O=C(NCCc1ccn(n1)c2ccccc2)C3CCCCC3	InChI=1S/C18H23N3O/c22-18(15-7-3-1-4-8-15)19-13-11-16-12-14-21(20-16)17-9-5-2-6-10-17/h2,5-6,9-10,12,14-15H,1,3-4,7-8,11,13H2,(H,19,22)	DYEUWGMQMXFQOI-UHFFFAOYSA-N	Pbox		MMV688795							
	ND		P	Fc1ccc(cc1)c2oc(cc2)C(=O)NCc3nnc4CCCCCn34	InChI=1S/C19H19FN4O2/c20-14-7-5-13(6-8-14)15-9-10-16(26-15)19(25)21-12-18-23-22-17-4-2-1-3-11-24(17)18/h5-10H,1-4,11-12H2,(H,21,25)	GVQWKADEEQMGQO-UHFFFAOYSA-N	Pbox		MMV688796							
	ND		P	CC1CCCCN1C(=O)NCCc2coc(n2)c3ccc(F)cc3	InChI=1S/C18H22FN3O2/c1-13-4-2-3-11-22(13)18(23)20-10-9-16-12-24-17(21-16)14-5-7-15(19)8-6-14/h5-8,12-13H,2-4,9-11H2,1H3,(H,20,23)	YGZGVGWPJMHYEE-UHFFFAOYSA-N	Pbox		MMV688797							
	ND		P	CS(=O)(=O)c1ccccc1C(=O)N(Cc2ccccc2)c3ccccc3	InChI=1S/C21H19NO3S/c1-26(24,25)20-15-9-8-14-19(20)21(23)22(18-12-6-3-7-13-18)16-17-10-4-2-5-11-17/h2-15H,16H2,1H3	ONKXTQWTNUGHTK-UHFFFAOYSA-N	Pbox		MMV688798							
	ND		P	CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl	InChI=1S/C21H22ClN3O2/c1-4-18-19(22)20(25(3)24-18)21(26)23-13-15-7-11-17(12-8-15)27-16-9-5-14(2)6-10-16/h5-12H,4,13H2,1-3H3,(H,23,26)	WPALTCMYPARVNV-UHFFFAOYSA-N	Pbox		MMV688934							
	ND		P	CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3	InChI=1S/C20H23N3O2/c1-20(2,3)18(24)19(23-14-21-13-22-23)25-17-11-9-16(10-12-17)15-7-5-4-6-8-15/h4-14,18-19,24H,1-3H3	VGPIBGGRCVEHQZ-UHFFFAOYSA-N	Pbox		MMV688942							
	ND		P	CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl	InChI=1S/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3	BQYJATMQXGBDHF-UHFFFAOYSA-N	Pbox		MMV688943							
	ND		P	O=C(NCCc1csc(n1)c2ccccc2)c3ccccc3	InChI=1S/C18H16N2OS/c21-17(14-7-3-1-4-8-14)19-12-11-16-13-22-18(20-16)15-9-5-2-6-10-15/h1-10,13H,11-12H2,(H,19,21)	ZCTSQCRTBXPIIU-UHFFFAOYSA-N	Pbox		MMV688958							
	ND		P	Fc1ccc(cc1)N2CCN(CCCCN(CC#N)C(=O)OCc3ccccc3)CC2	InChI=1S/C24H29FN4O2/c25-22-8-10-23(11-9-22)28-18-16-27(17-19-28)13-4-5-14-29(15-12-26)24(30)31-20-21-6-2-1-3-7-21/h1-3,6-11H,4-5,13-20H2	UQOCJNOTNWYZQR-UHFFFAOYSA-N	Pbox		MMV675997							
	ND		P	FC1=C(C=C(NC(=O)N2CCCC2)C=C1)C1=NC2=CC(=CN=C2N1)C1=CC=CC=C1	InChI=1S/C23H20FN5O/c24-19-9-8-17(26-23(30)29-10-4-5-11-29)13-18(19)21-27-20-12-16(14-25-22(20)28-21)15-6-2-1-3-7-15/h1-3,6-9,12-14H,4-5,10-11H2,(H,26,30)(H,25,27,28)	UWIHILLUGAWUQF-UHFFFAOYSA-N	Pbox		MMV688372							
	ND		P	CC1=C(C)C(NC(N2N=C(C)C=C2NC(C3=CC=C(S(=O)(N(CC)CC)=O)C=C3)=O)=N1)=O	InChI=1S/C21H26N6O4S/c1-6-26(7-2)32(30,31)17-10-8-16(9-11-17)20(29)23-18-12-13(3)25-27(18)21-22-15(5)14(4)19(28)24-21/h8-12H,6-7H2,1-5H3,(H,23,29)(H,22,24,28)	SPULCWPTJVFEOS-UHFFFAOYSA-N	Pbox		MMV595321							
	ND		P	O=C(N1CCN(CC2=CC=C(NS(=O)(C3=CC=C(C)C=C3)=O)C=C2)CC1)C4=CC(C#N)=CC=C4	InChI=1S/C26H26N4O3S/c1-20-5-11-25(12-6-20)34(32,33)28-24-9-7-21(8-10-24)19-29-13-15-30(16-14-29)26(31)23-4-2-3-22(17-23)18-27/h2-12,17,28H,13-16,19H2,1H3	KNVRSNGORYIZSS-UHFFFAOYSA-N	Pbox		MMV689028							
	ND		P	O=C(N1CCN(CC2=CC=C(NS(=O)(C3=CC=C(OC)C=C3)=O)C=C2)CC1)C4=CC(C#N)=CC=C4	InChI=1S/C26H26N4O4S/c1-34-24-9-11-25(12-10-24)35(32,33)28-23-7-5-20(6-8-23)19-29-13-15-30(16-14-29)26(31)22-4-2-3-21(17-22)18-27/h2-12,17,28H,13-16,19H2,1H3	IXKIZPGJCKVQGU-UHFFFAOYSA-N	Pbox		MMV689029							
	ND		P	CC1=C(F)C=CC=C1CN2CCCC(CC3=NC(C4=CC=C(NC(C)=O)C=C4)=NO3)C2	InChI=1S/C24H27FN4O2/c1-16-20(6-3-7-22(16)25)15-29-12-4-5-18(14-29)13-23-27-24(28-31-23)19-8-10-21(11-9-19)26-17(2)30/h3,6-11,18H,4-5,12-15H2,1-2H3,(H,26,30)	XFSYGJBPBTWLFR-UHFFFAOYSA-N	Pbox		MMV689061							
	ND		P	O=C(N1CC(C2=CC(NC)=CC(C)=N2)OCC1)C3=NNC4=C3C=CC=C4	InChI=1S/C19H21N5O2/c1-12-9-13(20-2)10-16(21-12)17-11-24(7-8-26-17)19(25)18-14-5-3-4-6-15(14)22-23-18/h3-6,9-10,17H,7-8,11H2,1-2H3,(H,20,21)(H,22,23)	UGGQJFCPEJWJFR-UHFFFAOYSA-N	Pbox		MMV689709							
	ND		P	Clc1ccc(CN2CCN(CC2)C3=NCCN3)cc1Cl	InChI=1S/C14H18Cl2N4/c15-12-2-1-11(9-13(12)16)10-19-5-7-20(8-6-19)14-17-3-4-18-14/h1-2,9H,3-8,10H2,(H,17,18)	WBCVJSUFNMLANH-UHFFFAOYSA-N	Pbox		MMV689060							
	ND		P	CC(N(C)c1ncc2c(N)nc(N)nc2n1)c3cc(Cl)cc(Cl)c3	InChI=1S/C15H15Cl2N7/c1-7(8-3-9(16)5-10(17)4-8)24(2)15-20-6-11-12(18)21-14(19)22-13(11)23-15/h3-7H,1-2H3,(H4,18,19,20,21,22,23)	UCTWSKPOBKSLHG-UHFFFAOYSA-N	Pbox		MMV689437							
	ND		P	FC(F)(F)c1ccc(cc1)N(C2CCN(CC2)c3ccc(cn3)C(F)(F)F)c4cccnc4	InChI=1S/C23H20F6N4/c24-22(25,26)16-3-6-18(7-4-16)33(20-2-1-11-30-15-20)19-9-12-32(13-10-19)21-8-5-17(14-31-21)23(27,28)29/h1-8,11,14-15,19H,9-10,12-13H2	XCJMUIWIEQFAQX-UHFFFAOYSA-N	Pbox		MMV689243							
	ND		P	FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H](c3ccc(Cl)cc3)c4cccnc4	InChI=1S/C24H21ClF3N3O/c25-20-7-3-17(4-8-20)22(18-2-1-11-29-16-18)23(32)31-14-12-30(13-15-31)21-9-5-19(6-10-21)24(26,27)28/h1-11,16,22H,12-15H2/t22-/m0/s1	OJFZYAQGMWSUID-QFIPXVFZSA-N	Pbox		MMV689244							
	ND		P	COC1=C(OCCCCOC2=CC=C(C3=NNN=N3)C=C2)C=C(C([C@@H]4[C@H]5CC=CC4)=NN(C6CCCCCC6)C5=O)C=C1	InChI=1S/C33H40N6O4/c1-41-29-19-16-24(31-27-12-6-7-13-28(27)33(40)39(36-31)25-10-4-2-3-5-11-25)22-30(29)43-21-9-8-20-42-26-17-14-23(15-18-26)32-34-37-38-35-32/h6-7,14-19,22,25,27-28H,2-5,8-13,20-21H2,1H3,(H,34,35,37,38)/t27-,28+/m0/s1	DNDNLFXKQSTINI-WUFINQPMSA-N	Pbox		MMV690027							
	ND		P	COC1=C(OCCCCOC2=CC=C(C3=NNN=N3)C=C2)C=C(C4=NN(C5CCCCCC5)C(C4(C)C)=O)C=C1	InChI=1S/C30H38N6O4/c1-30(2)27(33-36(29(30)37)23-10-6-4-5-7-11-23)22-14-17-25(38-3)26(20-22)40-19-9-8-18-39-24-15-12-21(13-16-24)28-31-34-35-32-28/h12-17,20,23H,4-11,18-19H2,1-3H3,(H,31,32,34,35)	JPXAIORZGBCHIB-UHFFFAOYSA-N	Pbox		MMV690028							
	ND		P	C[C@@H](N(C)c1ncc2c(N)nc(N)nc2n1)c3ccc4CCCCc4c3	InChI=1S/C19H23N7/c1-11(13-8-7-12-5-3-4-6-14(12)9-13)26(2)19-22-10-15-16(20)23-18(21)24-17(15)25-19/h7-11H,3-6H2,1-2H3,(H4,20,21,22,23,24,25)/t11-/m1/s1	KXSXIFFPCDJUPY-LLVKDONJSA-N	Pbox		MMV690103							
	ND		P	COc1ccc(Oc2ccc(cc2)[C@@H](C)N(C)c3ncc4c(N)nc(N)nc4n3)cc1	InChI=1S/C22H23N7O2/c1-13(29(2)22-25-12-18-19(23)26-21(24)27-20(18)28-22)14-4-6-16(7-5-14)31-17-10-8-15(30-3)9-11-17/h4-13H,1-3H3,(H4,23,24,25,26,27,28)/t13-/m1/s1	OWHDETKHTAYSHV-CYBMUJFWSA-N	Pbox		MMV690102							
	ND		P	COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1	InChI=1S/C17H18ClN5O2/c1-24-10-4-6-13(25-2)12(7-10)21-8-9-3-5-11-14(15(9)18)16(19)23-17(20)22-11/h3-7,21H,8H2,1-2H3,(H4,19,20,22,23)	KEPKKUKRTDFXHZ-UHFFFAOYSA-N	Pbox		MMV675968							
	ND		P	COc1ccc(cc1OC)c2nn(C(C)C)c3ncnc(N)c23	InChI=1S/C16H19N5O2/c1-9(2)21-16-13(15(17)18-8-19-16)14(20-21)10-5-6-11(22-3)12(7-10)23-4/h5-9H,1-4H3,(H2,17,18,19)	CJFWNLXLAAHQJY-UHFFFAOYSA-N	Pbox		MMV675993							
	ND		P	Clc1ccc(cc1)n2cc(COc3ccnc4ccccc34)nn2	InChI=1S/C18H13ClN4O/c19-13-5-7-15(8-6-13)23-11-14(21-22-23)12-24-18-9-10-20-17-4-2-1-3-16(17)18/h1-11H,12H2	QBHZHBVIUINBIU-UHFFFAOYSA-N	Pbox		MMV675994							
	ND		P	CS(=O)(=O)N1CCC(Cn2nc(Cc3cccc4ccccc34)c5c(N)ncnc25)CC1	InChI=1S/C23H26N6O2S/c1-32(30,31)28-11-9-16(10-12-28)14-29-23-21(22(24)25-15-26-23)20(27-29)13-18-7-4-6-17-5-2-3-8-19(17)18/h2-8,15-16H,9-14H2,1H3,(H2,24,25,26)	IXORERCONFMYQK-UHFFFAOYSA-N	Pbox		MMV676050							
	ND		P	COc1cc(NC(=O)CC2=NN(C)C(=O)c3ccccc23)ccc1Cl	InChI=1S/C18H16ClN3O3/c1-22-18(24)13-6-4-3-5-12(13)15(21-22)10-17(23)20-11-7-8-14(19)16(9-11)25-2/h3-9H,10H2,1-2H3,(H,20,23)	QPMLJENOPRBTQL-UHFFFAOYSA-N	Pbox		MMV676053							
	ND		P	Nc1ncnc2c1c(Cc3cccc4ccccc34)nn2CC5CCNCC5	InChI=1S/C22H24N6/c23-21-20-19(12-17-6-3-5-16-4-1-2-7-18(16)17)27-28(22(20)26-14-25-21)13-15-8-10-24-11-9-15/h1-7,14-15,24H,8-13H2,(H2,23,25,26)	MMRLNUFECMEMSQ-UHFFFAOYSA-N	Pbox		MMV676182							
	ND		P	CC(C)C(Oc1cccc2ccccc12)C(=O)O	InChI=1S/C15H16O3/c1-10(2)14(15(16)17)18-13-9-5-7-11-6-3-4-8-12(11)13/h3-10,14H,1-2H3,(H,16,17)	JDGVJUPTGNCOQZ-UHFFFAOYSA-N	Pbox		MMV676191							
	ND		P	CC(C)(C)n1nc(Cc2cccc3ccccc23)c4c(N)ncnc14	InChI=1S/C20H21N5/c1-20(2,3)25-19-17(18(21)22-12-23-19)16(24-25)11-14-9-6-8-13-7-4-5-10-15(13)14/h4-10,12H,11H2,1-3H3,(H2,21,22,23)	GDQXJQSQYMMKRA-UHFFFAOYSA-N	Pbox		MMV676599							
	ND		P	CCOc1ccc2cc(cnc2c1)c3nn(c(N)c3C(=O)N)C(C)(C)C	InChI=1S/C19H23N5O2/c1-5-26-13-7-6-11-8-12(10-22-14(11)9-13)16-15(18(21)25)17(20)24(23-16)19(2,3)4/h6-10H,5,20H2,1-4H3,(H2,21,25)	XZLFLNWUBLMFQW-UHFFFAOYSA-N	Pbox		MMV688853							
	ND		P	CCOc1ccc2cc(ccc2c1)c3nn(CC4CCN(C)CC4)c5ncnc(N)c35	InChI=1S/C24H28N6O/c1-3-31-20-7-6-17-12-19(5-4-18(17)13-20)22-21-23(25)26-15-27-24(21)30(28-22)14-16-8-10-29(2)11-9-16/h4-7,12-13,15-16H,3,8-11,14H2,1-2H3,(H2,25,26,27)	KONPIFGGWNMOKY-UHFFFAOYSA-N	Pbox		MMV688854							
	ND		P	Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O	InChI=1S/C9H11N5O4/c10-7-5-8(12-2-11-7)14(3-13-5)1-4(15)6(16)9(17)18/h2-4,6,15-16H,1H2,(H,17,18)(H2,10,11,12)/t4-,6-/m1/s1	LIEMBEWXEZJEEZ-INEUFUBQSA-N	Pbox		MMV689255							
	ND		P	COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C	InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3	HMJIYCCIJYRONP-UHFFFAOYSA-N	Pbox		MMV001493							
	ND		P	Oc1c(I)cc(I)c2cccnc12	InChI=1S/C9H5I2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H	UXZFQZANDVDGMM-UHFFFAOYSA-N	Pbox		MMV002817							
	ND		P	CC1=C(C(=O)c2c(F)cc(F)cc2N1)c3ccc(Oc4ccc(OC(F)(F)F)cc4)cc3	InChI=1S/C23H14F5NO3/c1-12-20(22(30)21-18(25)10-14(24)11-19(21)29-12)13-2-4-15(5-3-13)31-16-6-8-17(9-7-16)32-23(26,27)28/h2-11H,1H3,(H,29,30)	QXXZLJQFZPCDQK-UHFFFAOYSA-N	Pbox		MMV671636							
	ND		P	CC1(C)OB(O)c2ccc(cc12)C3=NOC(C3)(c4cc(Cl)c(F)c(Cl)c4)C(F)(F)F	InChI=1S/C19H14BCl2F4NO3/c1-17(2)11-5-9(3-4-12(11)20(28)29-17)15-8-18(30-27-15,19(24,25)26)10-6-13(21)16(23)14(22)7-10/h3-7,28H,8H2,1-2H3	QKEXQELISPDIMT-UHFFFAOYSA-N	Pbox		MMV687775							
	ND		P	Cc1cc(ccc1C(=O)NCc2ccc3B(O)OC(C)(C)c3c2)C4=NOC(C4)(c5cc(Cl)c(F)c(Cl)c5)C(F)(F)F	InChI=1S/C28H23BCl2F4N2O4/c1-14-8-16(23-12-27(41-37-23,28(33,34)35)17-10-21(30)24(32)22(31)11-17)5-6-18(14)25(38)36-13-15-4-7-20-19(9-15)26(2,3)40-29(20)39/h4-11,39H,12-13H2,1-3H3,(H,36,38)	VXKBOWDIIISNFX-UHFFFAOYSA-N	Pbox		MMV687776							
	ND		P	Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(nc3)C(F)(F)F	InChI=1S/C17H10F6N4/c18-16(19,20)13-3-1-9(6-25-13)11-5-12(15(24)27-8-11)10-2-4-14(26-7-10)17(21,22)23/h1-8H,(H2,24,27)	MCXIERGGMZGONT-UHFFFAOYSA-N	Pbox		MMV668727							
	ND		P	COc1ccc(cc1)N(CCc2cccc(C)n2)C(=O)C3CCCCC3	InChI=1S/C22H28N2O2/c1-17-7-6-10-19(23-17)15-16-24(20-11-13-21(26-2)14-12-20)22(25)18-8-4-3-5-9-18/h6-7,10-14,18H,3-5,8-9,15-16H2,1-2H3	BFQTUZNMYNKQNQ-UHFFFAOYSA-N	Pbox		MMV675996							
	ND		P	CC(=O)N(CCN(C(=O)c1ccc(F)cc1)c2ccccc2)c3ccccc3	InChI=1S/C23H21FN2O2/c1-18(27)25(21-8-4-2-5-9-21)16-17-26(22-10-6-3-7-11-22)23(28)19-12-14-20(24)15-13-19/h2-15H,16-17H2,1H3	HFGSVASEWGWQNS-UHFFFAOYSA-N	Pbox		MMV676064							
	ND		P	Sc1nnc(NC(=O)c2cc(Br)ccc2Cl)s1	InChI=1S/C9H5BrClN3OS2/c10-4-1-2-6(11)5(3-4)7(15)12-8-13-14-9(16)17-8/h1-3H,(H,14,16)(H,12,13,15)	BNNYKHKHVTUBKT-UHFFFAOYSA-N	Pbox		MMV676492							
	ND		P	CC(C)(C)c1ccc(N[C@@H]2CCCC[C@H]2NC(=O)c3occc3)cc1	InChI=1S/C21H28N2O2/c1-21(2,3)15-10-12-16(13-11-15)22-17-7-4-5-8-18(17)23-20(24)19-9-6-14-25-19/h6,9-14,17-18,22H,4-5,7-8H2,1-3H3,(H,23,24)/t17-,18-/m1/s1	ZHVMRVMGQKSOKL-QZTJIDSGSA-N	Pbox		MMV675969							
	ND		P	COc1ccc(cc1)N(CCc2cccc(C)n2)C(=O)C	InChI=1S/C17H20N2O2/c1-13-5-4-6-15(18-13)11-12-19(14(2)20)16-7-9-17(21-3)10-8-16/h4-10H,11-12H2,1-3H3	LHZSDCCVKQCGKA-UHFFFAOYSA-N	Pbox		MMV675995							
	ND		P	Fc1ccc(cc1)C(=O)N(CCNc2ccccc2)c3ccccc3	InChI=1S/C21H19FN2O/c22-18-13-11-17(12-14-18)21(25)24(20-9-5-2-6-10-20)16-15-23-19-7-3-1-4-8-19/h1-14,23H,15-16H2	YWQGPSYXKZHVDR-UHFFFAOYSA-N	Pbox		MMV676204							
	ND		P	COC(=O)c1c2CCN(Cc3ccccc3)Cc2sc1NC(=O)C4=Cc5ccccc5OC4=O	InChI=1S/C26H22N2O5S/c1-32-26(31)22-18-11-12-28(14-16-7-3-2-4-8-16)15-21(18)34-24(22)27-23(29)19-13-17-9-5-6-10-20(17)33-25(19)30/h2-10,13H,11-12,14-15H2,1H3,(H,27,29)	GVZZZLDSLMWJJU-UHFFFAOYSA-N	Pbox		MMV676480							
	ND		P	CCCCc1ccc(NC(=O)Nc2ccc(O[C@H]3CCCC[C@@H]3N(C)c4ccccc4)c(F)c2)cc1	InChI=1S/C30H36FN3O2/c1-3-4-10-22-15-17-23(18-16-22)32-30(35)33-24-19-20-28(26(31)21-24)36-29-14-9-8-13-27(29)34(2)25-11-6-5-7-12-25/h5-7,11-12,15-21,27,29H,3-4,8-10,13-14H2,1-2H3,(H2,32,33,35)/t27-,29-/m0/s1	QOUIVZIZMDEBJC-YTMVLYRLSA-N	Pbox		MMV676063							
	ND		P	CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4	InChI=1S/C24H24N4O3S/c1-3-19-24(27(2)14-18-5-4-10-32-18)28-13-17(7-9-22(28)26-19)23(29)25-12-16-6-8-20-21(11-16)31-15-30-20/h4-11,13H,3,12,14-15H2,1-2H3,(H,25,29)	GTYVVZQCJTWZAE-UHFFFAOYSA-N	Pbox		MMV407539							
	ND		P	CCS(=O)(=O)N(Cc1occc1)Cc2cc3ccc(C)cc3nc2O	InChI=1S/C18H20N2O4S/c1-3-25(22,23)20(12-16-5-4-8-24-16)11-15-10-14-7-6-13(2)9-17(14)19-18(15)21/h4-10H,3,11-12H2,1-2H3,(H,19,21)	UVRPNNHYEHVDTJ-UHFFFAOYSA-N	Pbox		MMV676398							
	ND		P	FC(F)(F)C1=C(C(N2CCCCC2)=O)N(C=CC=C3OC)C3=N1	InChI=1S/C15H16F3N3O2/c1-23-10-6-5-9-21-11(12(15(16,17)18)19-13(10)21)14(22)20-7-3-2-4-8-20/h5-6,9H,2-4,7-8H2,1H3	JNYKHFJDJZGZOI-UHFFFAOYSA-N	Pbox		MMV1110498							
	ND		P	Cn1ncc2c(nc(NCCc3c[nH]c4ccccc34)nc12)N1CCOCC1	InChI=1S/C20H23N7O/c1-26-18-16(13-23-26)19(27-8-10-28-11-9-27)25-20(24-18)21-7-6-14-12-22-17-5-3-2-4-15(14)17/h2-5,12-13,22H,6-11H2,1H3,(H,21,24,25)	IQMMQBXFNFNXIC-UHFFFAOYSA-N	Pbox		MMV676382							
	ND		P	COCC(C)NC(=O)CSc1ncnc2sc(cc12)-c1ccccc1	InChI=1S/C18H19N3O2S2/c1-12(9-23-2)21-16(22)10-24-17-14-8-15(13-6-4-3-5-7-13)25-18(14)20-11-19-17/h3-8,11-12H,9-10H2,1-2H3,(H,21,22)	OWLPYRJWFAVURP-UHFFFAOYSA-N	Pbox		MMV676536							
	ND		P	O(c1ccccc1)c1ccc(cc1)-c1cncc(n1)-c1ccc2[nH]ccc2c1	InChI=1S/C24H17N3O/c1-2-4-20(5-3-1)28-21-9-6-17(7-10-21)23-15-25-16-24(27-23)18-8-11-22-19(14-18)12-13-26-22/h1-16,26H	FUUYCVZXOQCRIT-UHFFFAOYSA-N	Pbox		MMV688178							
	ND		P	COc1ccc(cc1OC)-c1nnc2ccc(cn12)-c1cccc(c1)C(C)C	InChI=1S/C23H23N3O2/c1-15(2)16-6-5-7-17(12-16)19-9-11-22-24-25-23(26(22)14-19)18-8-10-20(27-3)21(13-18)28-4/h5-15H,1-4H3	WEGITEKALFVLHV-UHFFFAOYSA-N	Pbox		MMV688313							
	ND		P	COc1ccc(cc1)-c1cnc2cnc(cn12)-c1cccc(OC(C)C)c1	InChI=1S/C22H21N3O2/c1-15(2)27-19-6-4-5-17(11-19)20-14-25-21(12-24-22(25)13-23-20)16-7-9-18(26-3)10-8-16/h4-15H,1-3H3	RBIYNBBAQGBCJK-UHFFFAOYSA-N	Pbox		MMV688270							
	ND		P	C1CCN(C1)C(c2ccccn2)c3c([nH]c4ccccc34)c5ccccc5	InChI=1S/C24H23N3/c1-2-10-18(11-3-1)23-22(19-12-4-5-13-20(19)26-23)24(27-16-8-9-17-27)21-14-6-7-15-25-21/h1-7,10-15,24,26H,8-9,16-17H2	ARLOHHNBCXKXDE-UHFFFAOYSA-N	Pbox		MMV688762							
	ND		P	Cc1ccccc1C(=O)N2N=C(Nc3ccccc3)SC2(C)C	InChI=1S/C18H19N3OS/c1-13-9-7-8-12-15(13)16(22)21-18(2,3)23-17(20-21)19-14-10-5-4-6-11-14/h4-12H,1-3H3,(H,19,20)	OJKRCDAVAIKJBQ-UHFFFAOYSA-N	Pbox		MMV688771							
	ND		P	CN1CCN(CC1)C(c2cccs2)c3c(C)[nH]c4ccccc34	InChI=1S/C19H23N3S/c1-14-18(15-6-3-4-7-16(15)20-14)19(17-8-5-13-23-17)22-11-9-21(2)10-12-22/h3-8,13,19-20H,9-12H2,1-2H3	ZXTDMEVOZZTVJO-UHFFFAOYSA-N	Pbox		MMV688768							
